Department,ATC5,Order_number,Order_name,Strength,Type_of_Medicine,Package_size,Cost,Number_of_Packages,Cost_w1,Number_of_Packages_w1,Cost_w2,Number_of_Packages_w2,Cost_w3,Number_of_Packages_w3,Cost_w4,Number_of_Packages_w4,Cost_w5,Number_of_Packages_w5,Cost_w6,Number_of_Packages_w6,Cost_w7,Number_of_Packages_w7,Cost_w8,Number_of_Packages_w8,Cost_w9,Number_of_Packages_w9,Cost_w10,Number_of_Packages_w10,Cost_w11,Number_of_Packages_w11,Cost_w12,Number_of_Packages_w12,Cost_w13,Number_of_Packages_w13,Cost_w14,Number_of_Packages_w14,Cost_w15,Number_of_Packages_w15,Cost_w16,Number_of_Packages_w16,Cost_w17,Number_of_Packages_w17,Cost_w18,Number_of_Packages_w18,Cost_w19,Number_of_Packages_w19,Cost_w20,Number_of_Packages_w20,Cost_w21,Number_of_Packages_w21,Cost_w22,Number_of_Packages_w22,Cost_w23,Number_of_Packages_w23,Cost_w24,Number_of_Packages_w24,Cost_w25,Number_of_Packages_w25,Cost_w26,Number_of_Packages_w26,Cost_w27,Number_of_Packages_w27,Cost_w28,Number_of_Packages_w28,Cost_w29,Number_of_Packages_w29,Cost_w30,Number_of_Packages_w30,Cost_w31,Number_of_Packages_w31,Cost_w32,Number_of_Packages_w32,Cost_w33,Number_of_Packages_w33,Cost_w34,Number_of_Packages_w34,Cost_w35,Number_of_Packages_w35,Cost_w36,Number_of_Packages_w36,Cost_w37,Number_of_Packages_w37,Cost_w38,Number_of_Packages_w38,Cost_w39,Number_of_Packages_w39,Cost_w40,Number_of_Packages_w40,Cost_w41,Number_of_Packages_w41,Cost_w42,Number_of_Packages_w42,Cost_w43,Number_of_Packages_w43,Cost_w44,Number_of_Packages_w44,Cost_w45,Number_of_Packages_w45,Cost_w46,Number_of_Packages_w46,Cost_w47,Number_of_Packages_w47,Cost_w48,Number_of_Packages_w48,Cost_w49,Number_of_Packages_w49,Cost_w50,Number_of_Packages_w50,Cost_w51,Number_of_Packages_w51,Cost_w52,Number_of_Packages_w52,Portionsize,Quantity,Adm_way,Strength_measure,Key,Units
"U, Department of Orthopedic Surgery",H02AB04,143347,Solu-Medrol,500,pulv.og sol.t.inj.op,1 htgl. + solvens,568.1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568.1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,IMIV,MG,"['H02AB04', '500', 'MG', 'IMIV']",0.0
"U, Department of Orthopedic Surgery",H02AB04,533979,Solu-Medrol lactosefri,40,pulv.og sol.t.inj.op,1 to-delt htgl.+solv. u/kons.,499.84,22.0,,,,,,,,,,,,,,,,,,,,,,,90.88,4.0,68.16,3.0,45.44,2.0,68.16,3.0,45.44,2.0,,,,,,,90.88,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.88,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,IMIV,MG,"['H02AB04', '40', 'MG', 'IMIV']",0.0
"U, Department of Orthopedic Surgery",H02AB06,42448,Prednisolon Actavis,25,tabletter,100 stk.,253.98,1.0,,,,,,,,,,,,,,,,,,,,,253.98,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0,OR,MG,"['H02AB06', '25', 'MG', 'OR']",100.0
"U, Department of Orthopedic Surgery",H02AB06,164118,Prednisolon EQL Pharma,"2,5",tabletter,100 stk.,68.31,1.0,,,,,,,,,,,,,,,,,,,,,68.31,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0,OR,MG,"['H02AB06', '2,5', 'MG', 'OR']",100.0
"U, Department of Orthopedic Surgery",H02AB06,164141,Prednisolon EQL Pharma,5,tabletter,100 stk.,27.16,2.0,,,,,,,,,,,,,,,,,,,27.16,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0,OR,MG,"['H02AB06', '5', 'MG', 'OR']",200.0
"U, Department of Orthopedic Surgery",H02AB06,164175,Prednisolon EQL Pharma,25,tabletter,100 stk.,203.89,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.96,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.93,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0,OR,MG,"['H02AB06', '25', 'MG', 'OR']",200.0
"U, Department of Orthopedic Surgery",H02AB06,398747,Prednisolon DAK,5,tabletter,100 stk.,76.84,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.84,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0,OR,MG,"['H02AB06', '5', 'MG', 'OR']",200.0
"U, Department of Orthopedic Surgery",H02AB06,911191,Prednisolon,50,tabletter,100 stk.,575.6,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.8,1.0,287.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0,OR,MG,"['H02AB06', '50', 'MG', 'OR']",200.0
"U, Department of Orthopedic Surgery",H02AB07,57675,Prednison DAK,5,tabletter,100 stk.,56.38,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.38,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0,OR,MG,"['H02AB07', '5', 'MG', 'OR']",100.0
"U, Department of Orthopedic Surgery",H02AB09,121274,Solu-cortef,100,pulv.og sol.t.inj.op,5 to-delte htgl.+solv. u/kons.,189.98,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.98,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,IMIV,MG,"['H02AB09', '100', 'MG', 'IMIV']",0.0
"U, Department of Orthopedic Surgery",H02AB09,487361,Hydrokortison Orion,10,tabletter,100 stk. (blister),78.22,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.22,1.0,,,,,,,,,,,,,,,,,,,,,0.0,100.0,OR,MG,"['H02AB09', '10', 'MG', 'OR']",100.0
"U, Department of Orthopedic Surgery",H02AB09,911170,Hydrocortison,"2,5",tabletter,100 stk.,221.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0,OR,MG,"['H02AB09', '2,5', 'MG', 'OR']",100.0
"U, Department of Orthopedic Surgery",H03BA02,468447,Propyltiouracil Medic,100,filmovertrukne tabl.,100 stk.,146.72,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.72,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0,OR,MG,"['H03BA02', '100', 'MG', 'OR']",100.0
"U, Department of Orthopedic Surgery",H03AA01,74702,Eltroxin,50,tabletter,100 stk.,90.0,3.0,30.0,1.0,,,,,,,,,,,,,,,,,,,30.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,1.0,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0,OR,RG,"['H03AA01', '50', 'RG', 'OR']",300.0
"U, Department of Orthopedic Surgery",H03AA01,137690,Euthyrox,100,tabletter,100 stk. (blister),39.42,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.42,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0,OR,RG,"['H03AA01', '100', 'RG', 'OR']",100.0
"U, Department of Orthopedic Surgery",H05BX01,132106,Cinacalcet Stada,30,filmovertrukne tabl.,28 stk. (unit-dose),246.62,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.62,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,28.0,OR,MG,"['H05BX01', '30', 'MG', 'OR']",28.0
"U, Department of Orthopedic Surgery",H05AA02,14094,Forsteo,250,"inj.væske, opløsning","28 doser (2,4 ml)",1870.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1870.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,28.0,SC,RGM,"['H05AA02', '250', 'RGM', 'SC']",28.0
"U, Department of Orthopedic Surgery",J01CA01,108259,Ampicillin STADA,1,"pulv.t.inj.væske,opl",1 stk.,439.8,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.84,16.0,,,,,,,,,87.96,4.0,,,,,,,,,,,,,,,,,0.0,1.0,IMIV,G,"['J01CA01', '1', 'G', 'IMIV']",20.0
"U, Department of Orthopedic Surgery",J01CA01,111845,Ampicillin STADA,2,"pulv.t.inj.væske,opl",1 stk.,421.2,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.2,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,IMIV,G,"['J01CA01', '2', 'G', 'IMIV']",10.0
"U, Department of Orthopedic Surgery",J01CA04,489433,Amoxicillin 2care4,500,filmovertrukne tabl.,36 stk. (blister),491.14,11.0,,,,,89.54,2.0,89.54,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.96,6.0,,,,,,,,,,,,,,,,,44.1,1.0,,,,,,,,,0.0,36.0,OR,MG,"['J01CA04', '500', 'MG', 'OR']",396.0
"U, Department of Orthopedic Surgery",J01CA08,37995,Penomax,400,filmovertrukne tabl.,20 stk. (blister),769.62,8.0,192.2,2.0,,,192.18,2.0,,,,,,,,,,,,,,,,,385.24,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,20.0,OR,MG,"['J01CA08', '400', 'MG', 'OR']",160.0
"U, Department of Orthopedic Surgery",J01CA08,54332,Selexid,400,filmovertrukne tabl.,20 stk. (blister),455.92,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.38,2.0,,,,,182.38,2.0,,,91.16,1.0,,,,,,,,,0.0,20.0,OR,MG,"['J01CA08', '400', 'MG', 'OR']",100.0
"U, Department of Orthopedic Surgery",J01CA08,148274,Penomax,200,filmovertrukne tabl.,30 stk. (blister),45.15,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,45.15,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,30.0,OR,MG,"['J01CA08', '200', 'MG', 'OR']",30.0
"U, Department of Orthopedic Surgery",J01CE01,505503,Benzylpenicillin Panpharma,"0,6","pul.t.inj.+inf.,opl.","10 x 0,6 g (1 mill. IE)",272.2,5.0,,,,,,,,,,,,,,,,,163.32,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.88,2.0,,,,,,,,,,,0.6,10.0,IMIV,G,"['J01CE01', '0,6', 'G', 'IMIV']",50.0
"U, Department of Orthopedic Surgery",J01CE01,546838,Benzylpenicillin Panpharma,"1,2","pul.t.inj.+inf.,opl.","10 x 1,2 g (2 mill. IE)",818.16,12.0,,,,,,,,,,,,,,,,,,,136.36,2.0,,,204.54,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.08,6.0,,,68.18,1.0,,,,,,,1.2,10.0,IMIV,G,"['J01CE01', '1,2', 'G', 'IMIV']",120.0
"U, Department of Orthopedic Surgery",J01CE02,87653,Pancillin,1,filmovertrukne tabl.,100 stk. (blister),200.0,2.0,,,,,,,,,,,,,,,,,,,,,130.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,1.0,,,,,,,0.0,100.0,OR,MIU,"['J01CE02', '1', 'MIU', 'OR']",200.0
"U, Department of Orthopedic Surgery",J01CF01,41855,Dicillin,500,"kapsler, hårde",100 stk. (blister),1409.61,15.0,88.14,1.0,,,88.14,1.0,,,,,,,87.94,1.0,,,,,,,261.72,3.0,174.48,2.0,,,,,174.48,2.0,,,,,,,,,,,118.78,1.0,,,,,,,106.27,1.0,106.27,1.0,106.27,1.0,,,,,97.12,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0,OR,MG,"['J01CF01', '500', 'MG', 'OR']",1500.0
"U, Department of Orthopedic Surgery",J01CF01,43175,Dicloxacillin Alternova,500,"kapsler, hårde",100 stk.,624.66,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.52,1.0,,,,,,,87.86,1.0,,,136.76,2.0,,,136.76,2.0,,,136.76,2.0,,,,,,,,,,,,,,,,,,,0.0,100.0,OR,MG,"['J01CF01', '500', 'MG', 'OR']",800.0
"U, Department of Orthopedic Surgery",J01CF02,551489,Cloxacillin Macure,1,"pul.t.inj.+inf.,opl.",10 x 1 g,15568.75,44.0,,,,,,,,,350.0,1.0,,,,,2450.0,7.0,,,700.0,2.0,700.0,2.0,700.0,2.0,,,350.0,1.0,1400.0,4.0,,,,,,,713.5,2.0,,,,,,,,,,,,,713.5,2.0,1070.25,3.0,,,,,,,713.5,2.0,,,,,713.5,2.0,,,,,,,356.75,1.0,,,713.5,2.0,1070.25,3.0,,,713.5,2.0,713.5,2.0,713.5,2.0,713.5,2.0,,,,,,,,,,,,,1.0,10.0,IV,G,"['J01CF02', '1', 'G', 'IV']",440.0
"U, Department of Orthopedic Surgery",J01CR02,474783,Bioclavid,0,filmovertrukne tabl.,30 stk. (blister),133.25,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.05,1.0,,,,,,,26.0,1.0,26.0,1.0,,,,,,,,,,,,,,,,,,,,,22.1,1.0,,,,,21.1,1.0,,,,,,,,,,,,,0.0,30.0,OR,,"['J01CR02', '0', nan, 'OR']",150.0
"U, Department of Orthopedic Surgery",J01CR02,553311,Amoxicillin/clavulansyre Auro,0,filmovertrukne tabl.,30 stk. (blister),21.4,1.0,,,,,,,,,,,,,,,,,,,21.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,30.0,OR,,"['J01CR02', '0', nan, 'OR']",30.0
"U, Department of Orthopedic Surgery",J01CR05,513935,Piperacil/Tazobact Fres. Kabi,0,"pulv.t.inf.væske,opl",10 stk.,15764.75,91.0,,,,,358.7,2.0,,,,,358.7,2.0,,,,,,,538.05,3.0,,,896.75,5.0,538.05,3.0,717.4,4.0,358.7,2.0,717.4,4.0,,,358.7,2.0,,,538.05,3.0,,,,,,,358.7,2.0,,,,,1076.1,6.0,,,538.05,3.0,,,717.4,4.0,358.7,2.0,717.4,4.0,,,1076.1,6.0,717.4,4.0,,,,,1076.1,6.0,,,,,1076.1,6.0,1434.8,8.0,,,,,,,,,,,,,,,1237.4,10.0,,,0.0,10.0,IV,,"['J01CR05', '0', nan, 'IV']",910.0
"U, Department of Orthopedic Surgery",J01CR05,570006,Piperacil/Tazobact Fres. Kabi,0,"pulv.t.inf.væske,opl",10 stk.,241.7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,IV,,"['J01CR05', '0', nan, 'IV']",20.0
"U, Department of Orthopedic Surgery",J01DC02,79017,Cefuroxim Fresenius Kabi,750,"pul.t.inj.+inf.,opl.",10 x 750 mg,549.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,36.9,1.0,,,36.9,1.0,36.9,1.0,,,36.9,1.0,,,36.9,1.0,,,,,,,,,36.9,1.0,73.8,2.0,,,,,,,,,,,,,73.8,2.0,,,,,,,,,,,,,180.0,3.0,,,,,,,,,,,,,,,,,,,,,,,750.0,10.0,IMIV,MG,"['J01DC02', '750', 'MG', 'IMIV']",130.0
"U, Department of Orthopedic Surgery",J01DC02,79142,Cefuroxim Fresenius Kabi,1.500,"pul.t.inj.+inf.,opl.","10 x 1,5 g",53.55,1.0,,,,,,,,,,,,,53.55,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,10.0,IV,MG,"['J01DC02', '1.500', 'MG', 'IV']",10.0
"U, Department of Orthopedic Surgery",J01DC02,444892,Cefuroxim Stragen,1.500,"pul.t.inj.+inf.,opl.",10 stk.,4049.31,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.94,2.0,,,221.88,4.0,166.41,3.0,110.94,2.0,388.29,7.0,,,,,,,,,166.41,3.0,,,166.41,3.0,166.41,3.0,,,499.23,9.0,,,,,221.88,4.0,443.76,8.0,,,221.88,4.0,55.47,1.0,221.88,4.0,,,110.94,2.0,277.35,5.0,110.94,2.0,166.41,3.0,,,221.88,4.0,0.0,10.0,IV,MG,"['J01DC02', '1.500', 'MG', 'IV']",730.0
"U, Department of Orthopedic Surgery",J01DC02,472699,Cefuroxim B. Braun,"1,5",pulv.og sol.t.inf.op,24 x 50 ml,184402.18,111.0,1560.38,1.0,1560.38,1.0,7801.9,5.0,3120.76,2.0,3120.76,2.0,7801.9,5.0,3120.76,2.0,6241.52,4.0,3120.76,2.0,3120.76,2.0,4681.14,3.0,12483.04,8.0,,,,,3120.76,2.0,3120.76,2.0,10322.28,6.0,1720.38,1.0,8601.9,5.0,3440.76,2.0,3440.76,2.0,3440.76,2.0,5161.14,3.0,,,6881.52,4.0,3440.76,2.0,8601.9,5.0,,,5161.14,3.0,,,,,3440.76,2.0,3440.76,2.0,6881.52,4.0,5161.14,3.0,3440.76,2.0,,,,,3440.76,2.0,,,8601.9,5.0,3440.76,2.0,3440.76,2.0,3440.76,2.0,,,8601.9,5.0,,,,,3440.76,2.0,,,3440.76,2.0,,,50.0,24.0,IV,G,"['J01DC02', '1,5', 'G', 'IV']",2664.0
"U, Department of Orthopedic Surgery",J01DD04,132384,Ceftriaxon Fresenius Kabi,2,"pulv.t.inf.væske,opl",10 x 2 g,82.22,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.22,1.0,,,,,,,,,,,,,,,2.0,10.0,IV,G,"['J01DD04', '2', 'G', 'IV']",10.0
"U, Department of Orthopedic Surgery",J01DD52,183133,Zavicefta,0,"pu.t.konc.t.inf.v.,o",10 htgl.,42583.9,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8516.78,1.0,,,17033.56,2.0,,,,,,,17033.56,2.0,,,,,,,,,,,,,,,0.0,0.0,IV,,"['J01DD52', '0', nan, 'IV']",0.0
"U, Department of Orthopedic Surgery",J01DH02,57868,Meropenem Bradex,1,"pul.t.inj.+inf.,opl.",10 stk.,30494.76,115.0,1329.95,5.0,,,2393.91,9.0,,,1063.96,4.0,,,,,,,,,1325.1,5.0,1325.1,5.0,1590.12,6.0,,,,,795.06,3.0,,,795.06,3.0,,,,,,,1060.08,4.0,,,530.04,2.0,1855.14,7.0,,,,,530.04,2.0,,,,,1060.08,4.0,795.06,3.0,530.04,2.0,2650.2,10.0,,,,,5565.42,21.0,,,,,,,,,1325.1,5.0,,,1855.14,7.0,,,,,2120.16,8.0,,,,,,,,,,,,,0.0,10.0,IV,G,"['J01DH02', '1', 'G', 'IV']",1150.0
"U, Department of Orthopedic Surgery",J01DH02,139031,Meropenem SUN,1,"pul.t.inj.+inf.,opl.",10 stk.,6405.6,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1067.6,5.0,,,3416.32,16.0,1067.6,5.0,,,854.08,4.0,0.0,10.0,IV,G,"['J01DH02', '1', 'G', 'IV']",300.0
"U, Department of Orthopedic Surgery",J01DH02,191696,Meropenem SUN,500,"pul.t.inj.+inf.,opl.",10 stk.,719.6,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.92,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.84,2.0,,,,,143.92,1.0,143.92,1.0,,,0.0,10.0,IV,MG,"['J01DH02', '500', 'MG', 'IV']",50.0
"U, Department of Orthopedic Surgery",J01DH02,419638,Meropenem Bradex,500,"pul.t.inj.+inf.,opl.",10 stk.,163.71,1.0,163.71,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,IV,MG,"['J01DH02', '500', 'MG', 'IV']",10.0
"U, Department of Orthopedic Surgery",J01FA01,405001,Abboticin,1,"pulv.t.inf.væske,opl",1 htgl. a 1 g,2552.5,25.0,,,,,,,,,,,,,,,,,,,408.4,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.5,5.0,,,,,,,,,,,,,,,,,612.6,6.0,1021.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,IV,G,"['J01FA01', '1', 'G', 'IV']",25.0
"U, Department of Orthopedic Surgery",J01FA10,23767,Azithromycin Sandoz,500,filmovertrukne tabl.,3 stk. (blister),36.0,3.0,,,,,,,,,,,,,,,,,,,12.0,1.0,,,12.0,1.0,,,,,,,,,,,,,,,,,,,12.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,OR,MG,"['J01FA10', '500', 'MG', 'OR']",9.0
"U, Department of Orthopedic Surgery",J01FA10,454973,Azithromycin Stada,500,filmovertrukne tabl.,3 stk. (blister),28.72,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.72,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,OR,MG,"['J01FA10', '500', 'MG', 'OR']",6.0
"U, Department of Orthopedic Surgery",J01FF01,26695,Clindamycin Alternova,300,"kapsler, hårde",20 stk. (blister),423.12,11.0,,,,,34.51,1.0,,,,,,,,,,,,,,,,,33.87,1.0,,,,,,,,,161.04,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.82,1.0,,,,,,,,,,,,,,,,,,,,,39.68,1.0,,,39.68,1.0,,,80.52,2.0,0.0,20.0,OR,MG,"['J01FF01', '300', 'MG', 'OR']",220.0
"U, Department of Orthopedic Surgery",J01FF01,459420,Dalacin,150,"inj.væske, opløsning",4 ml,2174.59,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.24,8.0,,,,,,,410.3,10.0,,,,,410.3,10.0,,,,,,,,,205.15,5.0,,,,,,,,,,,,,,,,,,,,,,,,,820.6,20.0,,,4.0,1.0,IMIV,MGM,"['J01FF01', '150', 'MGM', 'IMIV']",53.0
"U, Department of Orthopedic Surgery",J01GB03,852763,Septopal 30ïer Kette (ls),"4,5",kæde t. implantation,1 kæde á 30 kugler,6491.73,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6491.73,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,1.0,MP,MG,"['J01GB03', '4,5', 'MG', 'MP']",3.0
"U, Department of Orthopedic Surgery",J01MA02,45163,Ciprofloxacin HEXAL,500,filmovertrukne tabl.,20 stk. (blister),146.5,15.0,,,,,,,,,,,,,,,,,,,,,19.76,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,2.0,29.16,3.0,,,,,29.04,3.0,,,,,19.34,2.0,,,,,,,,,,,,,,,29.76,3.0,,,,,,,,,,,,,,,,,,,0.0,20.0,OR,MG,"['J01MA02', '500', 'MG', 'OR']",300.0
"U, Department of Orthopedic Surgery",J01MA02,64459,Ciprofloxacin Fresenius Kabi,2,"inf.væske, opløsning",10 x 100 ml (KabiPac),54.29,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.29,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,10.0,IV,MGM,"['J01MA02', '2', 'MGM', 'IV']",10.0
"U, Department of Orthopedic Surgery",J01MA02,449510,Ciprofloxacin Fresenius Kabi,2,"inf.væske, opløsning",10 x 200 ml (KabiPac),611.53,9.0,,,,,,,,,,,,,,,,,138.9,2.0,69.45,1.0,,,,,69.45,1.0,,,,,,,,,,,69.45,1.0,,,,,,,,,,,,,66.07,1.0,,,,,,,66.07,1.0,,,,,,,,,,,,,66.07,1.0,,,,,66.07,1.0,,,,,,,,,,,,,,,,,,,,,,,,,200.0,10.0,IV,MGM,"['J01MA02', '2', 'MGM', 'IV']",90.0
"U, Department of Orthopedic Surgery",J01MA14,117114,Moxifloxacin Krka,"1,6","inf.væske, opløsning",10 x 250 ml,609.34,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609.34,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,10.0,IV,MGM,"['J01MA14', '1,6', 'MGM', 'IV']",10.0
