Department,ATC5,Order_number,Order_name,Strength,Type_of_Medicine,Package_size,Cost,Number_of_Packages,Cost_w1,Number_of_Packages_w1,Cost_w2,Number_of_Packages_w2,Cost_w3,Number_of_Packages_w3,Cost_w4,Number_of_Packages_w4,Cost_w5,Number_of_Packages_w5,Cost_w6,Number_of_Packages_w6,Cost_w7,Number_of_Packages_w7,Cost_w8,Number_of_Packages_w8,Cost_w9,Number_of_Packages_w9,Cost_w10,Number_of_Packages_w10,Cost_w11,Number_of_Packages_w11,Cost_w12,Number_of_Packages_w12,Cost_w13,Number_of_Packages_w13,Cost_w14,Number_of_Packages_w14,Cost_w15,Number_of_Packages_w15,Cost_w16,Number_of_Packages_w16,Cost_w17,Number_of_Packages_w17,Cost_w18,Number_of_Packages_w18,Cost_w19,Number_of_Packages_w19,Cost_w20,Number_of_Packages_w20,Cost_w21,Number_of_Packages_w21,Cost_w22,Number_of_Packages_w22,Cost_w23,Number_of_Packages_w23,Cost_w24,Number_of_Packages_w24,Cost_w25,Number_of_Packages_w25,Cost_w26,Number_of_Packages_w26,Cost_w27,Number_of_Packages_w27,Cost_w28,Number_of_Packages_w28,Cost_w29,Number_of_Packages_w29,Cost_w30,Number_of_Packages_w30,Cost_w31,Number_of_Packages_w31,Cost_w32,Number_of_Packages_w32,Cost_w33,Number_of_Packages_w33,Cost_w34,Number_of_Packages_w34,Cost_w35,Number_of_Packages_w35,Cost_w36,Number_of_Packages_w36,Cost_w37,Number_of_Packages_w37,Cost_w38,Number_of_Packages_w38,Cost_w39,Number_of_Packages_w39,Cost_w40,Number_of_Packages_w40,Cost_w41,Number_of_Packages_w41,Cost_w42,Number_of_Packages_w42,Cost_w43,Number_of_Packages_w43,Cost_w44,Number_of_Packages_w44,Cost_w45,Number_of_Packages_w45,Cost_w46,Number_of_Packages_w46,Cost_w47,Number_of_Packages_w47,Cost_w48,Number_of_Packages_w48,Cost_w49,Number_of_Packages_w49,Cost_w50,Number_of_Packages_w50,Cost_w51,Number_of_Packages_w51,Cost_w52,Number_of_Packages_w52,Portionsize,Quantity,Adm_way,Strength_measure,Key,Units
"U, Department of Orthopedic Surgery",J01FF01,459420,Dalacin,150,"inj.væske, opløsning",4 ml,2174.59,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.24,8.0,,,,,,,410.3,10.0,,,,,410.3,10.0,,,,,,,,,205.15,5.0,,,,,,,,,,,,,,,,,,,,,,,,,820.6,20.0,,,4.0,1.0,IMIV,MGM,"['J01FF01', '150', 'MGM', 'IMIV']",53.0
"U, Department of Orthopedic Surgery",J01GB03,852763,Septopal 30ïer Kette (ls),"4,5",kæde t. implantation,1 kæde á 30 kugler,6491.73,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6491.73,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,1.0,MP,MG,"['J01GB03', '4,5', 'MG', 'MP']",3.0
"U, Department of Orthopedic Surgery",J01MA02,64459,Ciprofloxacin Fresenius Kabi,2,"inf.væske, opløsning",10 x 100 ml (KabiPac),54.29,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.29,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,10.0,IV,MGM,"['J01MA02', '2', 'MGM', 'IV']",10.0
"U, Department of Orthopedic Surgery",J01MA02,449510,Ciprofloxacin Fresenius Kabi,2,"inf.væske, opløsning",10 x 200 ml (KabiPac),611.53,9.0,,,,,,,,,,,,,,,,,138.9,2.0,69.45,1.0,,,,,69.45,1.0,,,,,,,,,,,69.45,1.0,,,,,,,,,,,,,66.07,1.0,,,,,,,66.07,1.0,,,,,,,,,,,,,66.07,1.0,,,,,66.07,1.0,,,,,,,,,,,,,,,,,,,,,,,,,200.0,10.0,IV,MGM,"['J01MA02', '2', 'MGM', 'IV']",90.0
"U, Department of Orthopedic Surgery",J01MA14,117114,Moxifloxacin Krka,"1,6","inf.væske, opløsning",10 x 250 ml,609.34,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609.34,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,10.0,IV,MGM,"['J01MA14', '1,6', 'MGM', 'IV']",10.0
"U, Department of Orthopedic Surgery",J01XD01,193605,Metronidazol Baxter Viaflo,5,"inf.væske, opløsning",60 x 100 ml,1863.0,10.0,,,,,,,,,,,186.3,1.0,,,,,,,,,186.3,1.0,,,,,186.3,1.0,,,,,,,,,,,,,,,,,,,,,,,372.6,2.0,,,,,,,,,,,186.3,1.0,,,,,,,,,372.6,2.0,,,,,,,,,,,,,,,,,186.3,1.0,186.3,1.0,,,,,,,,,,,100.0,60.0,IV,MGM,"['J01XD01', '5', 'MGM', 'IV']",600.0
"U, Department of Orthopedic Surgery",J01XE01,101369,Nitrofurantoin DAK,50,tabletter,100 stk.,61.65,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,61.65,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0,OR,MG,"['J01XE01', '50', 'MG', 'OR']",100.0
"U, Department of Orthopedic Surgery",J01XX08,69535,Linezolid Fresenius Kabi,2,"inf.væske, opløsning",10 x 300 ml,1536.1,5.0,,,,,307.22,1.0,,,,,,,,,,,,,,,,,614.44,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.22,1.0,,,307.22,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.0,10.0,IV,MGM,"['J01XX08', '2', 'MGM', 'IV']",50.0
"U, Department of Orthopedic Surgery",J02AC01,88086,Fluconazol Fresenius Kabi,2,"inf.væske, opløsning",10 x 200 ml,461.96,4.0,,,115.49,1.0,,,,,,,,,,,,,,,,,,,115.49,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.49,1.0,,,,,,,,,,,,,,,,,115.49,1.0,,,,,,,,,,,200.0,10.0,IV,MGM,"['J02AC01', '2', 'MGM', 'IV']",40.0
"U, Department of Orthopedic Surgery",J02AC01,480462,Fluconazol Fresenius Kabi,2,"inf.væske, opløsning",10 x 50 ml,204.12,7.0,,,58.32,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.16,1.0,,,29.16,1.0,,,,,29.16,1.0,,,,,29.16,1.0,,,,,,,29.16,1.0,,,,,,,,,,,50.0,10.0,IV,MGM,"['J02AC01', '2', 'MGM', 'IV']",70.0
"U, Department of Orthopedic Surgery",J02AC01,587922,Fluconazol Aurobindo,50,"kapsler, hårde",28 stk. (blister),12.0,1.0,,,,,,,,,,,,,,,,,,,,,12.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,28.0,OR,MG,"['J02AC01', '50', 'MG', 'OR']",28.0
"U, Department of Orthopedic Surgery",J02AC03,375275,Voriconazole Accord,50,filmovertrukne tabl.,30 stk. (blister),93.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,30.0,OR,MG,"['J02AC03', '50', 'MG', 'OR']",30.0
"U, Department of Orthopedic Surgery",J02AA01,65943,AmBisome liposomal,50,"pu.kon.t.inf.vs,disp",10 stk.,26249.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26249.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,IV,MG,"['J02AA01', '50', 'MG', 'IV']",20.0
"U, Department of Orthopedic Surgery",J02AA01,435773,AmBisome liposomal,50,"pu.kon.t.inf.vs,disp",10 stk.,215916.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17993.0,1.0,17993.0,1.0,35986.0,2.0,125951.0,7.0,,,17993.0,1.0,,,,,0.0,10.0,IV,MG,"['J02AA01', '50', 'MG', 'IV']",120.0
"U, Department of Orthopedic Surgery",J04AB02,460293,Rimactan,150,"kapsler, hårde",100 stk. (blister),877.37,2.0,,,449.74,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.63,1.0,,,,,,,,,,,,,,,,,,,0.0,100.0,OR,MG,"['J04AB02', '150', 'MG', 'OR']",200.0
"U, Department of Orthopedic Surgery",J05AJ03,563600,Tivicay,50,filmovertrukne tabl.,30 stk.,3975.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3975.5,1.0,,,,,,,,,,,,,,,,,,,0.0,30.0,OR,MG,"['J05AJ03', '50', 'MG', 'OR']",30.0
"U, Department of Orthopedic Surgery",L02BA01,412924,Tamoxifen Mylan,20,tabletter,100 stk.,189.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0,OR,MG,"['L02BA01', '20', 'MG', 'OR']",100.0
"U, Department of Orthopedic Surgery",L02BG06,161547,Aromasin,25,overtrukne tabletter,100 stk. (blister),183.47,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.47,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0,OR,MG,"['L02BG06', '25', 'MG', 'OR']",100.0
"U, Department of Orthopedic Surgery",L04AD01,466482,Sandimmun Neoral,25,"kapsler, bløde",50 Stk.,216.64,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.64,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,50.0,OR,MG,"['L04AD01', '25', 'MG', 'OR']",50.0
"U, Department of Orthopedic Surgery",L04AX01,75009,Imurel,50,filmovertrukne tabl.,100 stk. (blister),106.02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0,OR,MG,"['L04AX01', '50', 'MG', 'OR']",100.0
"U, Department of Orthopedic Surgery",L04AX03,575809,Methotrexat Ebewe,"2,5",tabletter,100 stk. (2 x 50),175.74,2.0,,,,,,,,,,,,,,,,,,,,,,,87.87,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.87,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0,OR,MG,"['L04AX03', '2,5', 'MG', 'OR']",200.0
"U, Department of Orthopedic Surgery",M01AB05,499744,Diclofenac Bluefish,25,enterotabletter,100 stk. (blister),125.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0,OR,MG,"['M01AB05', '25', 'MG', 'OR']",100.0
"U, Department of Orthopedic Surgery",M01AB15,140416,Ketorolac trometamol S.A.L.F.,30,"inj.væske, opløsning",5 x 1 ml,46.73,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.73,1.0,1.0,5.0,IMIV,MGM,"['M01AB15', '30', 'MGM', 'IMIV']",5.0
"U, Department of Orthopedic Surgery",M02AA15,148463,Diclofenac Orifarm,"11,6",gel,50 g,194.15,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,1.0,,,,,,,,,,,,,23.45,1.0,,,,,,,,,23.45,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.9,2.0,,,,,,,,,,,70.35,3.0,,,,,,,,,50.0,1.0,KU,MGG,"['M02AA15', '11,6', 'MGG', 'KU']",8.0
"U, Department of Orthopedic Surgery",M03BB03,86826,Klorzoxazon DAK,250,tabletter,100 stk.,10197.57,62.0,,,,,,,820.85,5.0,,,656.68,4.0,,,328.34,2.0,,,492.51,3.0,,,,,328.34,2.0,,,,,,,,,328.34,2.0,,,492.51,3.0,,,,,,,,,658.44,4.0,,,658.44,4.0,,,,,658.44,4.0,,,,,,,493.83,3.0,,,,,,,493.83,3.0,,,658.44,4.0,,,329.22,2.0,,,658.44,4.0,,,658.44,4.0,,,658.88,4.0,494.16,3.0,,,329.44,2.0,,,0.0,100.0,OR,MG,"['M03BB03', '250', 'MG', 'OR']",6200.0
"U, Department of Orthopedic Surgery",M03BX01,23168,Baklofen Mylan,10,tabletter,200 stk.,136.04,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.79,2.0,,,,,,,,,0.0,200.0,OR,MG,"['M03BX01', '10', 'MG', 'OR']",600.0
"U, Department of Orthopedic Surgery",M03BX02,121118,Tizanidin Teva,2,tabletter,100 stk. (blister),232.55,2.0,,,,,,,133.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.75,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0,OR,MG,"['M03BX02', '2', 'MG', 'OR']",200.0
"U, Department of Orthopedic Surgery",M04AC01,453858,Colchicin Tiofarma,"0,5",tabletter,100 stk. (blister),89.57,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.57,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0,OR,MG,"['M04AC01', '0,5', 'MG', 'OR']",100.0
"U, Department of Orthopedic Surgery",M05BA04,108617,Alendronat Sandoz,70,filmovertrukne tabl.,4 stk. (blister),32.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,OR,MG,"['M05BA04', '70', 'MG', 'OR']",4.0
"U, Department of Orthopedic Surgery",M05BA04,111496,Alendronat Teva,70,tabletter,12 stk. (blister),8.16,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.16,1.0,,,,,,,,,,,,,0.0,12.0,OR,MG,"['M05BA04', '70', 'MG', 'OR']",12.0
"U, Department of Orthopedic Surgery",N01BB02,518595,Xylocain ukonserveret,2,gel,10 x 10 g,2002.44,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.04,1.0,,,,,,,,,,,,,,,364.08,2.0,,,,,,,,,364.08,2.0,,,182.04,1.0,,,,,,,,,182.04,1.0,364.08,2.0,,,,,,,,,,,,,,,364.08,2.0,10.0,10.0,LO,PC,"['N01BB02', '2', 'PC', 'LO']",110.0
"U, Department of Orthopedic Surgery",N01BB02,871110,OptiLube Active CHG Free,2,gel,10 x 11 ml,217.0,2.0,217.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,10.0,LO,PC,"['N01BB02', '2', 'PC', 'LO']",20.0
"U, Department of Orthopedic Surgery",N01BB09,85869,Ropivacain Fresenius Kabi,"7,5","inj.væske, opløsning",5 x 20 ml,76.26,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,76.26,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,5.0,EDPE,MGM,"['N01BB09', '7,5', 'MGM', 'EDPE']",10.0
"U, Department of Orthopedic Surgery",N01BB09,397863,Ropivacain Fresenius Kabi,5,"inj.væske, opløsning",5 x 10 ml,67.59,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.53,1.0,,,,,,,,,,,45.06,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,5.0,IT,MGM,"['N01BB09', '5', 'MGM', 'IT']",15.0
"U, Department of Orthopedic Surgery",N01BB09,455721,Ropivacain Fresenius Kabi,2,"inf.væske, opløsning",5 x 200 ml,668.65,5.0,,,,,,,,,,,,,,,,,,,,,,,272.7,2.0,,,,,136.35,1.0,,,,,,,,,,,129.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,129.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,5.0,EDPE,MGM,"['N01BB09', '2', 'MGM', 'EDPE']",25.0
"U, Department of Orthopedic Surgery",N01BB20,388256,Emla,5,creme,5 x 5 g + 12 plastre,256.71,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.57,1.0,171.14,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,KU,PC,"['N01BB20', '5', 'PC', 'KU']",15.0
"U, Department of Orthopedic Surgery",N02AX02,399510,Tradolan,50,filmovertrukne tabl.,100 stk. (blister),192.12,5.0,,,,,,,,,,,,,,,,,,,,,,,18.04,1.0,,,18.04,1.0,,,18.04,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,1.0,,,,,,,0.0,100.0,OR,MG,"['N02AX02', '50', 'MG', 'OR']",500.0
"U, Department of Orthopedic Surgery",N02AX02,487359,Tradolan Retard,150,depottabletter,100 stk. (blister),49.0,1.0,,,,,,,,,,,49.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0,OR,MG,"['N02AX02', '150', 'MG', 'OR']",100.0
"U, Department of Orthopedic Surgery",N02BE01,8453,Panodil,665,tabl. m modif udløsn,100 stk. (dåse),143.1,9.0,,,,,,,,,15.9,1.0,15.9,1.0,,,,,,,15.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9,1.0,,,,,,,,,,,,,,,31.8,2.0,,,,,,,,,,,,,,,15.9,1.0,,,,,,,15.9,1.0,,,,,,,,,15.9,1.0,,,,,,,0.0,100.0,OR,MG,"['N02BE01', '665', 'MG', 'OR']",900.0
"U, Department of Orthopedic Surgery",N02BE01,87612,Paracetamol B. Braun,10,"inf.væske, opløsning",10 x 100 ml,957.26,27.0,,,,,,,,,,,106.68,3.0,71.12,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.86,2.0,35.43,1.0,,,,,,,,,,,35.43,1.0,,,,,35.43,1.0,106.29,3.0,,,,,70.86,2.0,35.43,1.0,35.43,1.0,35.43,1.0,141.72,4.0,35.43,1.0,,,141.72,4.0,100.0,10.0,IV,MGM,"['N02BE01', '10', 'MGM', 'IV']",270.0
"U, Department of Orthopedic Surgery",N02BE01,453117,Paracetamol Fresenius Kabi,10,"inf.væske, opløsning",10 x 50 ml,134.08,2.0,,,,,,,,,,,,,,,,,,,134.08,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,10.0,IV,MGM,"['N02BE01', '10', 'MGM', 'IV']",20.0
"U, Department of Orthopedic Surgery",N02BE01,871970,Paracetamol (ls),10,"inf.væske, opløsning",20 x 100 ml,711.2,10.0,,,,,,,,,,,,,,,,,,,,,284.48,4.0,355.6,5.0,,,,,,,,,,,,,71.12,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,20.0,IV,MGM,"['N02BE01', '10', 'MGM', 'IV']",200.0
"U, Department of Orthopedic Surgery",N02CC01,193122,Sumatriptan Bluefish,50,tabletter,12 stk. (blister),55.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,1.0,,,,,,,,,,,,,,,,,,,,,,,30.0,1.0,,,,,,,,,,,,,,,,,0.0,12.0,OR,MG,"['N02CC01', '50', 'MG', 'OR']",24.0
"U, Department of Orthopedic Surgery",N02AA01,102769,Malfin,10,depottabletter,100 stk. (blister),3749.91,64.0,51.81,1.0,,,,,,,103.62,2.0,155.43,3.0,103.62,2.0,,,,,155.25,3.0,103.5,2.0,103.5,2.0,103.5,2.0,,,51.75,1.0,,,51.75,1.0,122.96,2.0,368.88,6.0,,,61.48,1.0,,,245.92,4.0,61.48,1.0,,,,,,,245.92,4.0,,,,,61.48,1.0,61.48,1.0,,,245.92,4.0,,,,,,,,,122.92,2.0,368.76,6.0,,,,,245.84,4.0,122.92,2.0,,,,,,,,,245.84,4.0,,,184.38,3.0,,,0.0,100.0,OR,MG,"['N02AA01', '10', 'MG', 'OR']",6400.0
"U, Department of Orthopedic Surgery",N02AA01,102778,Malfin,30,depottabletter,100 stk. (blister),2671.65,22.0,,,,,,,69.9,1.0,,,,,,,,,,,,,,,122.0,2.0,,,,,53.25,1.0,,,,,53.25,1.0,159.75,3.0,,,,,,,52.0,1.0,,,,,,,150.0,3.0,,,,,,,,,,,,,,,,,,,,,,,603.45,3.0,,,,,,,,,,,,,804.6,4.0,,,,,,,,,603.45,3.0,,,0.0,100.0,OR,MG,"['N02AA01', '30', 'MG', 'OR']",2200.0
"U, Department of Orthopedic Surgery",N02AA01,743435,Morfin SAD,10,tabletter,100 stk,4403.0,79.0,,,,,,,,,330.0,6.0,220.0,4.0,,,,,,,110.0,2.0,330.0,6.0,165.0,3.0,,,,,,,,,,,112.0,2.0,336.0,6.0,336.0,6.0,56.0,1.0,,,,,168.0,3.0,168.0,3.0,,,224.0,4.0,,,,,,,224.0,4.0,,,,,,,,,,,,,,,224.0,4.0,,,224.0,4.0,,,,,,,112.0,2.0,112.0,2.0,,,448.0,8.0,280.0,5.0,,,224.0,4.0,,,0.0,100.0,OR,MG,"['N02AA01', '10', 'MG', 'OR']",7900.0
"U, Department of Orthopedic Surgery",N02AA01,746321,Morfin SAD,10,injektionsvæske,1 ml amp x10,1802.42,15.0,,,,,,,,,,,,,,,,,,,,,,,,,1258.4,10.0,,,,,,,,,,,,,,,,,,,377.52,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.5,2.0,,,,,,,,,1.0,10.0,IMIVSC,MGM,"['N02AA01', '10', 'MGM', 'IMIVSC']",150.0
"U, Department of Orthopedic Surgery",N02AA05,5685,Oxynorm,5,"kapsler, hårde",98 stk. (blister),748.91,15.0,,,,,,,50.67,1.0,,,,,,,,,,,99.54,2.0,46.0,1.0,46.0,1.0,,,,,,,,,,,,,,,,,50.67,1.0,,,,,50.67,1.0,,,,,50.67,1.0,,,,,,,,,,,,,,,,,,,,,,,,,152.01,3.0,,,,,,,,,,,,,,,,,,,,,101.34,2.0,101.34,2.0,0.0,98.0,OR,MG,"['N02AA05', '5', 'MG', 'OR']",1470.0
"U, Department of Orthopedic Surgery",N02AA05,5711,Oxynorm,10,"kapsler, hårde",98 stk. (blister),3043.52,32.0,190.22,2.0,,,,,,,,,190.22,2.0,95.11,1.0,,,,,,,285.33,3.0,,,,,190.22,2.0,475.55,5.0,,,,,,,,,,,,,,,,,,,,,,,285.33,3.0,,,,,,,95.11,1.0,,,,,,,,,,,,,,,,,285.33,3.0,,,,,,,,,475.55,5.0,,,380.44,4.0,,,95.11,1.0,,,,,,,0.0,98.0,OR,MG,"['N02AA05', '10', 'MG', 'OR']",3136.0
"U, Department of Orthopedic Surgery",N02AA05,5722,Oxynorm,20,"kapsler, hårde",28 stk. (blister),33.23,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,33.23,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,28.0,OR,MG,"['N02AA05', '20', 'MG', 'OR']",28.0
"U, Department of Orthopedic Surgery",N02AA05,372619,Lindoxa,10,"inj.-/inf.vsk.,opl.",5 x 1 ml,110.1,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.1,6.0,,,1.0,5.0,IVSC,MGM,"['N02AA05', '10', 'MGM', 'IVSC']",30.0
"U, Department of Orthopedic Surgery",N02AA05,382676,Reltebon Depot,20,depottabletter,100 stk.,2869.86,27.0,,,,,,,,,,,,,125.0,1.0,,,,,396.0,2.0,734.0,4.0,338.0,2.0,,,,,,,,,,,,,231.69,3.0,,,153.58,2.0,,,230.37,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.74,2.0,,,,,,,305.48,4.0,,,,,50.75,1.0,152.25,3.0,,,0.0,100.0,OR,MG,"['N02AA05', '20', 'MG', 'OR']",2700.0
"U, Department of Orthopedic Surgery",N02AA05,540063,Reltebon Depot,10,depottabletter,100 stk.,2056.12,28.0,,,,,200.0,2.0,,,,,,,,,200.0,2.0,,,,,270.0,2.0,270.0,2.0,,,,,,,,,119.0,1.0,238.0,2.0,,,,,122.38,2.0,,,,,121.74,2.0,,,,,,,,,,,175.5,3.0,,,,,85.1,2.0,,,,,,,,,,,,,,,,,,,127.2,4.0,63.6,2.0,63.6,2.0,,,,,,,,,,,,,,,0.0,100.0,OR,MG,"['N02AA05', '10', 'MG', 'OR']",2800.0
