1301-A22615-A2261512 Seng F;226151200 ØreNæseHals/TMK  senge 7054F1;V07A***;818922;Plastickassette;7,5 x 15 cm;_;1 stk.;215,55;0;9;;;;;;;71,85;0;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;143,7;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22615-A2261512 Seng F;226151200 ØreNæseHals/TMK  senge 7054F1;V07A***;818948;Plastickassette;15 x 30 cm;_;1 stk.;244,74;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;244,74;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22615-A2261512 Seng F;226151200 ØreNæseHals/TMK  senge 7054F1;V07A***;819383;Plastickassette;15 x 15 cm;_;1 stk.;163,8;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;163,8;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22615-A2261512 Seng F;226151200 ØreNæseHals/TMK  senge 7054F1;V07A***;822326;Plastickassette;7,5 x 7,5 cm;_;1 stk.;26,13;0;3;;;;;;;26,13;0;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22615-A2261512 Seng F;226151200 ØreNæseHals/TMK  senge 7054F1;V07A***;851750;Returmanillamærker;_;_;50 Stk.;31,63;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31,63;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22615-A2261512 Seng F;226151200 ØreNæseHals/TMK  senge 7054F1;V07A***;865422;Plastflaske 1 l medicinaffald;_;_;1 l;77,88;0;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;77,88;0;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22615-A2261512 Seng F;226151200 ØreNæseHals/TMK  senge 7054F1;V07AB**;147578;Sterile Water Fresenius Kabi;_;solv. t parent. anv.;20 x 20 ml (PE-amp.);1.335,95;3.080,00;77;;;;52,05;120;3;52,05;120;3;86,75;200;5;;;;86,75;200;5;69,4;160;4;190,85;440;11;;;;86,75;200;5;69,4;160;4;;;;52,05;120;3;52,05;120;3;;;;121,45;280;7;;;;;;;;;;104,1;240;6;;;;69,4;160;4;;;;104,1;240;6;138,8;320;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22615-A2261512 Seng F;226151200 ØreNæseHals/TMK  senge 7054F1;V07AB**;179183;Sterile Water Fresenius Kabi;_;solv. t parent. anv.;20 x 20 ml (PE amp);2.083,20;4.800,00;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104,16;240;6;;;;104,16;240;6;104,16;240;6;208,32;480;12;;;;;;;;;;69,44;160;4;;;;173,6;400;10;;;;104,16;240;6;104,16;240;6;104,16;240;6;208,32;480;12;;;;;;;104,16;240;6;104,16;240;6;104,16;240;6;138,88;320;8;;;;138,88;320;8;104,16;240;6;104,16;240;6;;;
1301-A22615-A2261512 Seng F;226151200 ØreNæseHals/TMK  senge 7054F1;V07AB**;405168;Natriumklorid Fres.Kabi 9mg/ml;9 mg/ml;solv. t parent. anv.;20 x 20 ml;3.557,62;8.240,00;206;;;;;;;;;;;;;51,81;120;3;51,81;120;3;;;;138,16;320;8;51,81;120;3;103,62;240;6;34,54;80;2;103,62;240;6;;;;51,81;120;3;;;;86,35;200;5;;;;86,35;200;5;;;;103,62;240;6;;;;69,08;160;4;;;;103,62;240;6;103,62;240;6;155,43;360;9;103,62;240;6;;;;103,62;240;6;172,7;400;10;69,08;160;4;;;;;;;120,89;280;7;;;;172,7;400;10;;;;103,62;240;6;103,62;240;6;103,62;240;6;103,62;240;6;;;;;;;103,62;240;6;207,24;480;12;103,62;240;6;69,08;160;4;;;;103,62;240;6;310,86;720;18;207,24;480;12;;;
1301-A22615-A2261512 Seng F;226151200 ØreNæseHals/TMK  senge 7054F1;V07AB**;722189;Sterilt vand;_;Skyllevæske;1000 ml;1.711,80;0;108;;;;;;;;;;;;;47,55;0;3;;;;;;;15,85;0;1;;;;;;;63,4;0;4;;;;;;;;;;31,7;0;2;63,4;0;4;47,55;0;3;31,7;0;2;;;;;;;63,4;0;4;;;;;;;;;;31,7;0;2;63,4;0;4;47,55;0;3;15,85;0;1;47,55;0;3;;;;;;;;;;15,85;0;1;15,85;0;1;31,7;0;2;63,4;0;4;15,85;0;1;47,55;0;3;;;;31,7;0;2;47,55;0;3;;;;63,4;0;4;;;;110,95;0;7;;;;;;;158,5;0;10;158,5;0;10;206,05;0;13;110,95;0;7;63,4;0;4
1301-A22615-A2261512 Seng F;226151200 ØreNæseHals/TMK  senge 7054F1;V07AB**;805278;Natriumklorid 9mg/ml Fres.Kabi;9 mg/ml;Skyllevæske;10 x 120 ml;2.257,20;39,6;33;;;;;;;;;;;;;205,2;3,6;3;;;;;;;;;;;;;;;;136,8;2,4;2;136,8;2,4;2;;;;;;;68,4;1,2;1;68,4;1,2;1;205,2;3,6;3;;;;;;;;;;68,4;1,2;1;68,4;1,2;1;;;;;;;136,8;2,4;2;;;;;;;136,8;2,4;2;68,4;1,2;1;;;;;;;;;;68,4;1,2;1;;;;136,8;2,4;2;136,8;2,4;2;;;;;;;68,4;1,2;1;;;;;;;136,8;2,4;2;;;;;;;68,4;1,2;1;;;;;;;205,2;3,6;3;;;;68,4;1,2;1;68,4;1,2;1;;;
1301-A22615-A2261512 Seng F;226151200 ØreNæseHals/TMK  senge 7054F1;V07AB**;842166;BD PosiFlush SP;0,90%;Skyllevæske;480 x 10 ml (1 hel kasse);24.692,16;2.040,00;34;;;;;;;;;;;;;;;;726,24;60;1;726,24;60;1;726,24;60;1;726,24;60;1;726,24;60;1;726,24;60;1;;;;;;;;;;;;;726,24;60;1;;;;726,24;60;1;;;;;;;;;;726,24;60;1;;;;726,24;60;1;726,24;60;1;1.452,48;120;2;;;;;;;726,24;60;1;726,24;60;1;726,24;60;1;;;;;;;726,24;60;1;726,24;60;1;726,24;60;1;;;;726,24;60;1;726,24;60;1;726,24;60;1;726,24;60;1;;;;726,24;60;1;726,24;60;1;1.452,48;120;2;;;;726,24;60;1;1.452,48;120;2;;;;1.452,48;120;2;726,24;60;1;726,24;60;1
1301-A22615-A2261512 Seng F;226151200 ØreNæseHals/TMK  senge 7054F1;V07AV**;720885;Hospitalssprit,sterilfiltreret;70 % v/v;sprit;1.000 ml;26,63;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26,63;0;1;;;;;;;;;;;;
1301-A22615-A2261512 Seng F;226151200 ØreNæseHals/TMK  senge 7054F1;V07AY**;705137;Eksplorationsgel SAiD;_;gel;100 ml;440,6;2.000,00;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;440,6;2.000,00;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22615-A2261512 Seng F;226151200 ØreNæseHals/TMK  senge 7054F1;V07AY**;815522;Ampul knækkere;_;_;100 stk.;627;0;10;;;;;;;;;;62,7;0;1;;;;;;;;;;;;;;;;;;;;;;125,4;0;2;;;;125,4;0;2;125,4;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;62,7;0;1;125,4;0;2;;;;;;;;;;;;
1301-A22615-A2261512 Seng F;226151200 ØreNæseHals/TMK  senge 7054F1;ZZZZZZZ;RES_0029;Akut transport;NA;NA;NA;810;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;405;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;405;0;1;;;;;;;;;;;;;;;
1301-A22615-A2261512 Seng F;226151200 ØreNæseHals/TMK  senge 7054F1;ZZZZZZZ;RES_1002;Vagtgebyr;NA;NA;NA;1.590,00;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;795;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;795;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22615-A2261512 Seng F;226151200 ØreNæseHals/TMK  senge 7054F1;ZZZZZZZ;RES_3064;Utensilier v. hjemmebeh., Anti;NA;NA;NA;840;0;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;840;0;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22615-A2261512 Seng F;226151200 ØreNæseHals/TMK  senge 7054F1;ZZZZZZZ;RES_3065;Håndt. hjemmebeh. 1,75 FK Anti;NA;NA;NA;587,19;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;587,19;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22615-A2261512 Seng F;226151205 ØreNæseHals/TMK  senge 7055F1;A01AB03;750556;Klorhexidin MEDIC;0,12%;mundskyllevæske;250 ml;4.970,76;0;276;;;;180,1;0;10;;;;360,2;0;20;360,2;0;20;180,1;0;10;90,05;0;5;;;;;;;;;;;;;360,2;0;20;;;;;;;;;;;;;;;;360,2;0;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;720,4;0;40;18,01;0;1;;;;;;;;;;360,2;0;20;;;;;;;;;;;;;;;;;;;;;;;;;360,2;0;20;;;;720,4;0;40;540,3;0;30;;;;360,2;0;20
1301-A22615-A2261512 Seng F;226151205 ØreNæseHals/TMK  senge 7055F1;A02BC02;76200;Pantoprazol SUN;40 mg;pulv.t.inj.væske,opl;5 stk.;57,99;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57,99;5;1;;;;;;;;;;;;;;;
1301-A22615-A2261512 Seng F;226151205 ØreNæseHals/TMK  senge 7055F1;A02BC05;378969;Esomeprazol Sandoz;40 mg;enterotabletter;28 stk. (blister);71,35;37,33;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;71,35;37,33;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22615-A2261512 Seng F;226151205 ØreNæseHals/TMK  senge 7055F1;A02AA04;535535;Magnesia DAK;500 mg;filmovertrukne tabl.;250 stk.;58;41,67;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58;41,67;1;;;;;;;;;;;;;;;
1301-A22615-A2261512 Seng F;226151205 ØreNæseHals/TMK  senge 7055F1;A04AA01;60523;Ondansetron Fresenius Kabi;2 mg/ml;inj.væske, opløsning;5 x 2 ml;15,94;2,5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7,97;1,25;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7,97;1,25;1;;;;;;;;;;;;;;;
1301-A22615-A2261512 Seng F;226151205 ØreNæseHals/TMK  senge 7055F1;A06AB08;427765;Laxoberal;7,5 mg/ml;orale dråber, opløsn;30 ml;13,18;45;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,18;45;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22615-A2261512 Seng F;226151205 ØreNæseHals/TMK  senge 7055F1;A06AD11;443158;Laktulose NMI;660 mg/ml;oral opløsning;500 ml;34,6;49,25;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34,6;49,25;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22615-A2261512 Seng F;226151205 ØreNæseHals/TMK  senge 7055F1;A06AG10;146780;Klyx;1 + 250 mg/ml;rektalvæske, opløsn.;10 x 240 ml;1.044,00;10;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.044,00;10;1;;;;;;;;;;;;;;;
1301-A22615-A2261512 Seng F;226151205 ØreNæseHals/TMK  senge 7055F1;A06AG10;154275;Klyx;1 + 250 mg/ml;rektalvæske, opløsn.;10 x 120 ml;622,43;10;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;622,43;10;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22615-A2261512 Seng F;226151205 ØreNæseHals/TMK  senge 7055F1;A06AG10;173716;Glyoktyl;6+906 mg/ml;rektalvæske, opløsn.;15 x 7,5 ml;456,5;75;5;;;;91,3;15;1;;;;;;;;;;;;;;;;91,3;15;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,3;15;1;;;;;;;;;;;;;;;;;;;;;;;;;182,6;30;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22615-A2261512 Seng F;226151205 ØreNæseHals/TMK  senge 7055F1;A10AB05;110313;Insulin aspart Sanofi;100 E/ml;inj.væske, opl., pen;5 x 3 ml;143,46;37,5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;143,46;37,5;1;;;;;;;;;;;;;;;
1301-A22615-A2261512 Seng F;226151205 ØreNæseHals/TMK  senge 7055F1;A10AC01;182456;Insulatard FlexPen;100 IE/ml;inj.væske, susp.,pen;5 x 3 ml (2care4);248;37,5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;248;37,5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22615-A2261512 Seng F;226151205 ØreNæseHals/TMK  senge 7055F1;A11AA03;221464;Apovit Multi voksen;_;tabletter;200 stk.;32,5;200;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32,5;200;1;;;;;;;;;;;;;;;
1301-A22615-A2261512 Seng F;226151205 ØreNæseHals/TMK  senge 7055F1;A12AX**;207660;Unikalk Forte;400 mg + 19 mikrog;tabletter;180 stk. ekstra;39,5;180;1;39,5;180;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22615-A2261512 Seng F;226151205 ØreNæseHals/TMK  senge 7055F1;A12CX**;722262;Fosfat;1 mmol/ml;oral opløsning;500 ml;108,41;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;108,41;0;1;;;;;;;;;;;;;;;
1301-A22615-A2261512 Seng F;226151205 ØreNæseHals/TMK  senge 7055F1;A12AA06;193821;Calcium-Sandoz;500 mg;brusetabletter;20 stk.;84,18;22,64;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56,12;15,09;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28,06;7,55;1;;;
1301-A22615-A2261512 Seng F;226151205 ØreNæseHals/TMK  senge 7055F1;B01AB10;568424;Innohep;3.500 anti-Xa IE;inj.vsk,opl.,sprøjte;10 stk. safety;1.408,13;90;9;773,95;50;5;;;;;;;;;;;;;;;;;;;309,58;20;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;324,6;20;2;;;;;;;;;;;;;;;
1301-A22615-A2261512 Seng F;226151205 ØreNæseHals/TMK  senge 7055F1;B02AA02;63060;Cyklonova;500 mg;filmovertrukne tabl.;100 stk. (blister);170,33;25;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;170,33;25;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22615-A2261512 Seng F;226151205 ØreNæseHals/TMK  senge 7055F1;B02AA02;163962;Tranexamic acid Stragen;100 mg/ml;inj.-/inf.vsk.,opl.;5 x 10 ml;185,1;7,5;3;;;;;;;;;;;;;;;;;;;;;;185,1;7,5;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22615-A2261512 Seng F;226151205 ØreNæseHals/TMK  senge 7055F1;B03AB**;217722;Jern MEDIC;34 mg/ml;orale dråber;25 ml;85,2;0;2;;;;;;;;;;;;;;;;;;;;;;;;;85,2;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22615-A2261512 Seng F;226151205 ØreNæseHals/TMK  senge 7055F1;B05BA03;740050;Glukose isotonisk SAD;55 g/l;infusionsvæske;1000 ml;80,6;4;4;;;;;;;;;;;;;20,15;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20,15;1;1;;;;;;;;;;;;;;;;;;;20,15;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;20,15;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22615-A2261512 Seng F;226151205 ØreNæseHals/TMK  senge 7055F1;B05BA03;740167;Glukose isotonisk SAD;55 g/l;infusionsvæske;500 ml;668,4;20;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16,71;0,5;1;;;;;;;334,2;10;20;;;;;;;;;;;;;317,49;9,5;19;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22615-A2261512 Seng F;226151205 ØreNæseHals/TMK  senge 7055F1;B05BA10;154640;SmofKabiven;_;inf.væske, emulsion;4 x 1970 ml (4 x 2200 kcal);936,3;7,88;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;936,3;7,88;1;;;;;;;;;;;;
1301-A22615-A2261512 Seng F;226151205 ØreNæseHals/TMK  senge 7055F1;B05BA10;154717;SmofKabiven Perifer;_;inf.væske, emulsion;4 x 1904 ml (4x1300 kcal);1.760,18;15,23;2;880,09;7,62;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;880,09;7,62;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22615-A2261512 Seng F;226151205 ØreNæseHals/TMK  senge 7055F1;B05BB01;409894;Calciumgluconat 2care4;100 mg/ml;inj.væske, opløsning;20 x 10 ml.;125,64;20;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;125,64;20;1;;;;;;;;;;;;;;;
1301-A22615-A2261512 Seng F;226151205 ØreNæseHals/TMK  senge 7055F1;B05BB01;740027;Ringer-laktat SAD;_;infusionsvæske;1000 ml;256,56;12;12;;;;;;;;;;;;;85,52;4;4;;;;;;;;;;;;;42,76;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21,38;1;1;;;;;;;;;;;;;;;;21,38;1;1;;;;;;;;;;;;;;;;;;;;;;;;;21,38;1;1;;;;;;;;;;;;;64,14;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22615-A2261512 Seng F;226151205 ØreNæseHals/TMK  senge 7055F1;B05BB01;740035;Natriumklorid isotonisk SAD;9 g/l;infusionsvæske;1000 ml;718,58;38;38;;;;;;;;;;;;;168,75;9;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;76,52;4;4;;;;;;;;;;;;;95,65;5;5;;;;;;;19,13;1;1;;;;76,52;4;4;38,26;2;2;;;;;;;;;;;;;;;;;;;;;;;;;18,75;1;1;;;;;;;93,75;5;5;;;;;;;;;;;;;131,25;7;7;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22615-A2261512 Seng F;226151205 ØreNæseHals/TMK  senge 7055F1;B05BB01;740142;Natriumklorid isotonisk SAD;9 g/l;infusionsvæske;500 ml;210,6;6;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;17,55;0,5;1;;;;;;;;;;;;;175,5;5;10;;;;;;;;;;;;;17,55;0,5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22615-A2261512 Seng F;226151205 ØreNæseHals/TMK  senge 7055F1;B05BB01;747931;Natriumklorid isotonisk SAD;9 g/l;infusionsvæske;250 ml;208,6;3,5;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;119,2;2;8;14,9;0,25;1;;;;74,5;1,25;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22615-A2261512 Seng F;226151205 ØreNæseHals/TMK  senge 7055F1;B05BB02;721094;Glukose-Kalium;20mM K+/50g Glukose i 500 ml;infusionsvæske;500 ml;206,46;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;206,46;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301-A22615-A2261512 Seng F;226151205 ØreNæseHals/TMK  senge 7055F1;B05BB02;740092;Natriumklorid-glukose isotonis;_;infusionsvæske;1000 ml;353,88;18;18;;;;;;;;;;;;;78,64;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;255,58;13;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19,66;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
